Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Diện tích (m²),Mức giá (triệu/m²),Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền (m),Hướng nhà,Thông tin khác,Lịch sử giá,Khoảng giá
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine Golden River,142.0,98.591552734375,3.0,2.0,Hợp đồng mua bán,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,"Giá Q3/22: 76,2 tr/m²; Giá Q3/22: 76,2 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q3/24: 94,8 tr/m²; Giá Q3/24: 94,8 tr/m²;  ","66 120; 66 120; 64 93,6; 64 93,6; 64 93,6; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 56,6 78,4; 56,6 78,4; 56,6 78,4; 50,7 104,1; 50,7 104,1; 50,7 104,1; 51,9 104,6; 51,9 104,6; 51,9 104,6; 70,3 118; 70,3 118; 70,3 118; 78 140,3; 78 140,3"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,180.0,295.0,5.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Số tầng: 3 tầng,"Giá T10/22: 298,6 tr/m²; Giá T11/22: 305,5 tr/m²; Giá T12/22: 302,4 tr/m²; Giá T1/23: 299,8 tr/m²; Giá T2/23: 297,9 tr/m²; Giá T3/23: 298 tr/m²; Giá T4/23: 300,6 tr/m²; Giá T5/23: 297 tr/m²; Giá T6/23: 289 tr/m²; Giá T7/23: 280 tr/m²; Giá T8/23: 300 tr/m²; Giá T9/23: 297,8 tr/m²; Giá T10/23: 295,5 tr/m²; Giá T11/23: 300 tr/m²; Giá T12/23: 292,7 tr/m²; Giá T1/24: 285,7 tr/m²; Giá T2/24: 298 tr/m²; Giá T3/24: 308,3 tr/m²; Giá T4/24: 306,5 tr/m²; Giá T5/24: 309,5 tr/m²; Giá T6/24: 310,5 tr/m²; Giá T7/24: 310 tr/m²; Giá T8/24: 318,2 tr/m²; Giá T9/24: 321,4 tr/m²; Giá T10/24: 340 tr/m²;  ","240 344,3; 250 418,9; 230,8 395,5; 230 408,7; 247,4 414; 230 356,3; 227,8 422,2; 225,4 401,8; 241,9 350; 230,1 360,7; 244,4 359,5; 240 344,4; 239,3 357,9; 244,7 421,6; 244,4 366,6; 248,2 320,7; 250 386,9; 260,8 443,6; 260,6 401,4; 250 412,7; 270 424,2; 267,4 403,9; 270 407,1; 269,8 440; 270,1 451,3"
Dương Xá,Gia Lâm,Hà Nội,Tập đoàn Vingroup,Vinhomes Ocean Park Gia Lâm,42.5,60.47058868408203,1.0,1.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Không có thông tin,Đông - Bắc,Không có thông tin,"Giá T10/22: 31,6 tr/m²; Giá T11/22: 30,6 tr/m²; Giá T12/22: 29,8 tr/m²; Giá T1/23: 29,8 tr/m²; Giá T2/23: 29,7 tr/m²; Giá T3/23: 30,2 tr/m²; Giá T4/23: 30,7 tr/m²; Giá T5/23: 30,7 tr/m²; Giá T6/23: 30,7 tr/m²; Giá T7/23: 30,2 tr/m²; Giá T8/23: 30,6 tr/m²; Giá T9/23: 31,3 tr/m²; Giá T10/23: 31,9 tr/m²; Giá T11/23: 32,4 tr/m²; Giá T12/23: 32,4 tr/m²; Giá T1/24: 33,4 tr/m²; Giá T2/24: 33,8 tr/m²; Giá T3/24: 36,4 tr/m²; Giá T4/24: 39,4 tr/m²; Giá T5/24: 39,1 tr/m²; Giá T6/24: 40,3 tr/m²; Giá T7/24: 41,7 tr/m²; Giá T8/24: 45,4 tr/m²; Giá T9/24: 48 tr/m²; Giá T10/24: 50,7 tr/m²;  ","27,4 45; 27,2 41,4; 26,5 38,3; 25,4 42,5; 25,7 41,5; 26,1 40,4; 26 40,2; 25,8 39,3; 26,4 37,8; 26,1 37,6; 27 40; 26,7 42; 27,4 39; 28,1 40; 28,7 41,1; 29,3 42,5; 30 41,9; 31,7 46,6; 34,3 48,3; 35 46,3; 35,6 47,4; 37,5 50,5; 40,2 55,2; 41,9 59,7; 43,3 62,7"
Xã Đông Hội,Đông Anh,Hà Nội,Công ty CP Eurowindow Holding,Eurowindow River Park,68.6,52.47813415527344,2.0,2.0,Hợp đồng mua bán,- Bàn giao full nội thất liền tường.,Không có thông tin,Đông - Nam,Không có thông tin,"Giá T10/22: 25 tr/m²; Giá T11/22: 25,9 tr/m²; Giá T12/22: 26 tr/m²; Giá T1/23: 25 tr/m²; Giá T2/23: 26,6 tr/m²; Giá T3/23: 27,5 tr/m²; Giá T4/23: 26,9 tr/m²; Giá T5/23: 28,1 tr/m²; Giá T6/23: 26 tr/m²; Giá T7/23: 25,4 tr/m²; Giá T8/23: 25,4 tr/m²; Giá T9/23: 26 tr/m²; Giá T10/23: 26,4 tr/m²; Giá T11/23: 28,3 tr/m²; Giá T12/23: 28,3 tr/m²; Giá T1/24: 28,4 tr/m²; Giá T2/24: 31,7 tr/m²; Giá T3/24: 34 tr/m²; Giá T4/24: 38,1 tr/m²; Giá T5/24: 38,7 tr/m²; Giá T6/24: 39 tr/m²; Giá T7/24: 39,5 tr/m²; Giá T8/24: 42,6 tr/m²; Giá T9/24: 50,7 tr/m²; Giá T10/24: 51,3 tr/m²;  ","21,4 29,4; 21,7 29,6; 22 30,3; 21,4 31; 21,4 32,3; 21,9 35; 22 31,3; 22,4 32; 22,7 32,7; 22,3 31; 23,1 30,8; 23,2 33,8; 23,2 33,3; 24 33,3; 25 32,5; 27 33,3; 28 34,9; 30,5 39,8; 33,6 42,5; 34,9 42,8; 36,1 45,1; 37 44,5; 38,3 49,4; 42,7 62,3; 45,9 77,8"
Phường Ngọc Khánh,Ba Đình,Hà Nội,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,78.09,99.88475036621094,2.0,2.0,Đã có sổ đỏ chính chủ.,"- Nội thất hoàn thiện của chủ đầu tư: Sàn gỗ, trần thạch cao, hệ thống chiếu sáng, hệ thống bếp cao cấp, điều hòa âm trần Mitsubishi, tủ âm tường, sofa, giường, bàn ăn, tivi, tủ lạnh.",Không có thông tin,Tây - Bắc,Không có thông tin,"Giá T10/22: 100 tr/m²; Giá T11/22: 98 tr/m²; Giá T12/22: 113,1 tr/m²; Giá T1/23: 104,5 tr/m²; Giá T2/23: 110,3 tr/m²; Giá T3/23: 105,2 tr/m²; Giá T4/23: 103,8 tr/m²; Giá T5/23: 100 tr/m²; Giá T6/23: 108,2 tr/m²; Giá T7/23: 106,4 tr/m²; Giá T8/23: 110,6 tr/m²; Giá T9/23: 108,5 tr/m²; Giá T10/23: 121,8 tr/m²; Giá T11/23: 108,2 tr/m²; Giá T12/23: 114,7 tr/m²; Giá T1/24: 114,9 tr/m²; Giá T2/24: 108,3 tr/m²; Giá T3/24: 116,9 tr/m²; Giá T4/24: 140 tr/m²; Giá T5/24: 136,4 tr/m²; Giá T6/24: 150 tr/m²; Giá T7/24: 148 tr/m²; Giá T8/24: 154,5 tr/m²; Giá T9/24: 161,1 tr/m²; Giá T10/24: 159,1 tr/m²;  ","81,2 123,3; 67,3 128,1; 90,1 177,4; 79,4 142,9; 85,4 143,3; 82,4 131,4; 84,9 131; 85,4 130,5; 83,9 128,4; 85,4 139,5; 88 161,7; 82,5 130,9; 91,3 136,5; 88,4 134,4; 91,3 135,2; 90,5 135,2; 89,6 147; 100 147,5; 116,4 195,3; 105,9 233,9; 111,9 232,2; 118,8 224,5; 131,3 232,7; 134,8 240,4; 137 234,9"
Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,HD Mon Holdings,The Zei Mỹ Đình,92.0,81.52173614501953,2.0,2.0,Sổ đỏ/ Sổ hồng,Không nội thất,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 57,6 tr/m²; Giá T11/22: 57,9 tr/m²; Giá T12/22: 57,1 tr/m²; Giá T1/23: 62,5 tr/m²; Giá T2/23: 57,9 tr/m²; Giá T3/23: 56,1 tr/m²; Giá T4/23: 59,2 tr/m²; Giá T5/23: 57,3 tr/m²; Giá T6/23: 55,6 tr/m²; Giá T7/23: 56,6 tr/m²; Giá T8/23: 59 tr/m²; Giá T9/23: 58,4 tr/m²; Giá T10/23: 59,1 tr/m²; Giá T11/23: 58,3 tr/m²; Giá T12/23: 59,4 tr/m²; Giá T1/24: 62,1 tr/m²; Giá T2/24: 67,9 tr/m²; Giá T3/24: 67,6 tr/m²; Giá T4/24: 70,7 tr/m²; Giá T5/24: 67,7 tr/m²; Giá T6/24: 67,4 tr/m²; Giá T7/24: 70,7 tr/m²; Giá T8/24: 76,8 tr/m²; Giá T9/24: 78,6 tr/m²; Giá T10/24: 83,9 tr/m²;  ","51,2 93,2; 51,1 87,5; 50 77,9; 50 88,2; 48,9 75,1; 49,5 77,5; 47,8 84,6; 49,3 83,8; 50 79,6; 51,8 71,4; 49,5 72,3; 50,9 72,7; 50,6 79,9; 50 70,7; 52,4 72,7; 50 73; 51,4 84,9; 56,9 77,5; 59,6 86,1; 56 89,3; 56,1 95,8; 54,9 97,3; 65,6 102,7; 66 102,3; 69,9 103,1"
Phường Ngọc Khánh,Ba Đình,Hà Nội,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,146.0,164.38356018066406,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Tây - Bắc,Không có thông tin,"Giá T10/22: 100 tr/m²; Giá T11/22: 98 tr/m²; Giá T12/22: 113,1 tr/m²; Giá T1/23: 104,5 tr/m²; Giá T2/23: 110,3 tr/m²; Giá T3/23: 105,2 tr/m²; Giá T4/23: 103,8 tr/m²; Giá T5/23: 100 tr/m²; Giá T6/23: 108,2 tr/m²; Giá T7/23: 106,4 tr/m²; Giá T8/23: 110,6 tr/m²; Giá T9/23: 108,5 tr/m²; Giá T10/23: 121,8 tr/m²; Giá T11/23: 108,2 tr/m²; Giá T12/23: 114,7 tr/m²; Giá T1/24: 114,9 tr/m²; Giá T2/24: 108,3 tr/m²; Giá T3/24: 116,9 tr/m²; Giá T4/24: 140 tr/m²; Giá T5/24: 136,4 tr/m²; Giá T6/24: 150 tr/m²; Giá T7/24: 148 tr/m²; Giá T8/24: 154,5 tr/m²; Giá T9/24: 161,1 tr/m²; Giá T10/24: 159,1 tr/m²;  ","81,2 123,3; 67,3 128,1; 90,1 177,4; 79,4 142,9; 85,4 143,3; 82,4 131,4; 84,9 131; 85,4 130,5; 83,9 128,4; 85,4 139,5; 88 161,7; 82,5 130,9; 91,3 136,5; 88,4 134,4; 91,3 135,2; 90,5 135,2; 89,6 147; 100 147,5; 116,4 195,3; 105,9 233,9; 111,9 232,2; 118,8 224,5; 131,3 232,7; 134,8 240,4; 137 234,9"
Phường Dương Nội,Hà Đông,Hà Nội,Công ty CP Tập đoàn Nam Cường Hà Nội,Khu đô thị mới Dương Nội,75.0,174.6666717529297,4.0,4.0,Sổ đỏ/ Sổ hồng,Không nội thất,5.0,Không có thông tin,Đường vào: 12 m; Số tầng: 5 tầng,"Giá T10/22: 136,1 tr/m²; Giá T11/22: 125,2 tr/m²; Giá T12/22: 129,9 tr/m²; Giá T1/23: 127,9 tr/m²; Giá T2/23: 119,4 tr/m²; Giá T3/23: 123,1 tr/m²; Giá T4/23: 123,1 tr/m²; Giá T5/23: 105 tr/m²; Giá T6/23: 140,5 tr/m²; Giá T7/23: 125,7 tr/m²; Giá T8/23: 100,6 tr/m²; Giá T9/23: 135,5 tr/m²; Giá T10/23: 125,8 tr/m²; Giá T11/23: 137,9 tr/m²; Giá T12/23: 139,5 tr/m²; Giá T1/24: 187,8 tr/m²; Giá T2/24: 175,6 tr/m²; Giá T3/24: 189,5 tr/m²; Giá T4/24: 180 tr/m²; Giá T5/24: 180 tr/m²; Giá T6/24: 180,3 tr/m²; Giá T7/24: 196,2 tr/m²; Giá T8/24: 180 tr/m²; Giá T9/24: 188,9 tr/m²; Giá T10/24: 189,3 tr/m²;  ","96,5 233,7; 100,8 206,2; 100 176,6; 103,9 189,9; 89 170,7; 99,3 214,4; 77,5 185; 72,5 168; 88,9 236,4; 93,2 194; 93,6 139,1; 94 192,7; 96,2 182; 97,4 215,3; 95,4 229,5; 114 272,8; 105,2 260,9; 135 267,2; 133,8 262,3; 125,8 247,6; 127,1 213,3; 137,6 283; 111,1 262; 142,8 322,7; 142,4 309,4"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,121.0,49.58677673339844,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông - Nam,Không có thông tin,"Giá T10/22: 43,5 tr/m²; Giá T11/22: 43,3 tr/m²; Giá T12/22: 45,4 tr/m²; Giá T1/23: 43,1 tr/m²; Giá T2/23: 46 tr/m²; Giá T3/23: 46,2 tr/m²; Giá T4/23: 43,7 tr/m²; Giá T5/23: 43,7 tr/m²; Giá T6/23: 47 tr/m²; Giá T7/23: 44,3 tr/m²; Giá T8/23: 44,7 tr/m²; Giá T9/23: 45,8 tr/m²; Giá T10/23: 46,7 tr/m²; Giá T11/23: 46,9 tr/m²; Giá T12/23: 47,3 tr/m²; Giá T1/24: 47,8 tr/m²; Giá T2/24: 45,5 tr/m²; Giá T3/24: 50,8 tr/m²; Giá T4/24: 55,3 tr/m²; Giá T5/24: 59,6 tr/m²; Giá T6/24: 57,9 tr/m²; Giá T7/24: 63,2 tr/m²; Giá T8/24: 62,4 tr/m²; Giá T9/24: 66,3 tr/m²; Giá T10/24: 72 tr/m²;  ","35,9 58,2; 35,3 67,2; 35,9 64,9; 35 52; 34,1 68,4; 34,6 73,5; 35,7 53,9; 35 60,9; 35,5 67,1; 36 66,1; 35,9 65,5; 36,1 65,9; 39,3 65,8; 37,6 65,6; 36,1 64,9; 41,3 60,7; 37,4 57,9; 43,8 66,4; 49 69,1; 48,2 77; 48 80,4; 49,4 87,5; 52 84,4; 54,1 84,4; 58,9 90,9"
Phường Cầu Diễn,Nam Từ Liêm,Hà Nội.,Vimefulland,Iris Garden,135.0,55.55555725097656,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Không có thông tin,Tây - Bắc,Không có thông tin,"Giá T10/22: 41,8 tr/m²; Giá T11/22: 41 tr/m²; Giá T12/22: 40,5 tr/m²; Giá T1/23: 40 tr/m²; Giá T2/23: 40,1 tr/m²; Giá T3/23: 39 tr/m²; Giá T4/23: 40,5 tr/m²; Giá T5/23: 40,5 tr/m²; Giá T6/23: 40,4 tr/m²; Giá T7/23: 40,8 tr/m²; Giá T8/23: 41,3 tr/m²; Giá T9/23: 41,9 tr/m²; Giá T10/23: 45,2 tr/m²; Giá T11/23: 44,6 tr/m²; Giá T12/23: 47,1 tr/m²; Giá T1/24: 46,3 tr/m²; Giá T2/24: 46 tr/m²; Giá T3/24: 54,8 tr/m²; Giá T4/24: 56,5 tr/m²; Giá T5/24: 55,5 tr/m²; Giá T6/24: 56,4 tr/m²; Giá T7/24: 55,2 tr/m²; Giá T8/24: 59,6 tr/m²; Giá T9/24: 60,3 tr/m²; Giá T10/24: 64,3 tr/m²;  ","35,9 49,2; 35,6 50,8; 34,8 47,4; 36,8 43,2; 34,9 47,8; 34,6 43,2; 34 44,4; 35,1 45; 34,1 46,1; 35,2 44,9; 35,9 47,8; 36,8 45,2; 38,4 50,8; 38,5 52,2; 38,5 55,6; 40 52,7; 39,9 54,4; 41,2 62,6; 48,5 62,1; 46,4 61,7; 48,1 60,7; 45,6 62,9; 49,6 69,1; 47,4 72,8; 51,9 78,3"
Xã Tiến Xuân,Thạch Thất,Hà Nội,Công ty TNHH Bất Động Sản Xuân Cầu,Xanh Villas,300.0,55.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Thô hoàn thiện mặt ngoài hoặc full nội thất.,20.0,Đông - Nam,Đường vào: 15 m; Số tầng: 3 tầng,"Giá T10/22: 49,2 tr/m²; Giá T11/22: 46,5 tr/m²; Giá T12/22: 46,5 tr/m²; Giá T1/23: 53,4 tr/m²; Giá T2/23: 45 tr/m²; Giá T3/23: 43,8 tr/m²; Giá T4/23: 43,5 tr/m²; Giá T5/23: 39,4 tr/m²; Giá T6/23: 39,8 tr/m²; Giá T7/23: 40 tr/m²; Giá T8/23: 37,6 tr/m²; Giá T9/23: 40,2 tr/m²; Giá T10/23: 45,3 tr/m²; Giá T11/23: 45,3 tr/m²; Giá T12/23: 45,2 tr/m²; Giá T1/24: 38,6 tr/m²; Giá T2/24: 41,9 tr/m²; Giá T3/24: 43,1 tr/m²; Giá T4/24: 46,5 tr/m²; Giá T5/24: 43,4 tr/m²; Giá T6/24: 43,4 tr/m²; Giá T7/24: 44,7 tr/m²; Giá T8/24: 49,3 tr/m²; Giá T9/24: 53,2 tr/m²; Giá T10/24: 56,2 tr/m²;  ","43,3 63,6; 42,7 57,2; 41,3 52; 42,6 66,7; 39,8 64; 37,3 64,6; 35,9 56,6; 33,5 54,9; 34,9 50,9; 36 48,8; 32,6 50,3; 33,8 46,8; 36,3 57,7; 34,7 64,6; 35,5 61,9; 35,6 61,7; 34,9 60,5; 36,5 71,6; 40,7 67,9; 38,9 67,5; 39,6 60,2; 39,6 67,5; 41,2 66,4; 45,4 70,3; 46,7 75,3"
Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,Masterise Homes,Masteri West Heights,43.0,69.76744079589844,1.0,1.0,Hợp đồng mua bán,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 55 tr/m²; Giá T11/22: 56,3 tr/m²; Giá T12/22: 53,7 tr/m²; Giá T1/23: 58,2 tr/m²; Giá T2/23: 53,6 tr/m²; Giá T3/23: 52,4 tr/m²; Giá T4/23: 53,4 tr/m²; Giá T5/23: 57,1 tr/m²; Giá T6/23: 53,7 tr/m²; Giá T7/23: 55,4 tr/m²; Giá T8/23: 53,2 tr/m²; Giá T9/23: 57,1 tr/m²; Giá T10/23: 59 tr/m²; Giá T11/23: 60 tr/m²; Giá T12/23: 62,4 tr/m²; Giá T1/24: 65 tr/m²; Giá T2/24: 66,1 tr/m²; Giá T3/24: 67,1 tr/m²; Giá T4/24: 67,8 tr/m²; Giá T5/24: 67,9 tr/m²; Giá T6/24: 69,4 tr/m²; Giá T7/24: 70,2 tr/m²; Giá T8/24: 73 tr/m²; Giá T9/24: 73,4 tr/m²; Giá T10/24: 73,6 tr/m²;  ","49,2 73,8; 48,6 69,9; 44 65; 43,1 65,1; 47,7 69,7; 47,1 70; 46,3 75; 49,1 76,9; 48,6 69,8; 50 65,3; 50,2 64,5; 50,1 69,1; 51,4 72,4; 53,7 72,6; 54,3 75,6; 57,5 75,6; 58,6 75,7; 60 80,3; 59,8 80,1; 60,5 80,5; 60,9 82,5; 61,1 83,6; 61,1 84; 62,6 87,8; 62,9 88,9"
Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,Goldmark City,130.0,48.46154022216797,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Tây - Bắc,Không có thông tin,"Giá T10/22: 37,4 tr/m²; Giá T11/22: 37,2 tr/m²; Giá T12/22: 37,2 tr/m²; Giá T1/23: 35,7 tr/m²; Giá T2/23: 35,9 tr/m²; Giá T3/23: 36,2 tr/m²; Giá T4/23: 37,3 tr/m²; Giá T5/23: 37 tr/m²; Giá T6/23: 36,9 tr/m²; Giá T7/23: 37,2 tr/m²; Giá T8/23: 38,2 tr/m²; Giá T9/23: 39,4 tr/m²; Giá T10/23: 40,4 tr/m²; Giá T11/23: 42,9 tr/m²; Giá T12/23: 43 tr/m²; Giá T1/24: 44,1 tr/m²; Giá T2/24: 44,9 tr/m²; Giá T3/24: 49,1 tr/m²; Giá T4/24: 50 tr/m²; Giá T5/24: 50 tr/m²; Giá T6/24: 50 tr/m²; Giá T7/24: 52,6 tr/m²; Giá T8/24: 57,4 tr/m²; Giá T9/24: 60,6 tr/m²; Giá T10/24: 63,7 tr/m²;  ","32,6 43,4; 32,1 44,2; 31,2 44,9; 30,9 41; 30,1 44,8; 29,7 42,6; 32,1 42,2; 32,8 41,7; 33 41,5; 31,9 42,1; 33,6 46,2; 33,5 45,2; 35,7 48,1; 36,4 49,7; 36,5 49,8; 37,3 53,2; 36,6 52,2; 40 56,7; 40 57,1; 43 57,4; 43 57,5; 43,3 61,8; 45,1 67,5; 48,5 70,5; 53,5 73,5"
Phường Hoàng Liệt,Hoàng Mai,Hà Nội,Công ty CP Tập đoàn Hưng Thịnh,Hà Nội Melody Residences,68.0,55.882354736328125,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 33,3 tr/m²; Giá T11/22: 31,3 tr/m²; Giá T12/22: 30 tr/m²; Giá T1/23: 30 tr/m²; Giá T2/23: 29,4 tr/m²; Giá T3/23: 28 tr/m²; Giá T4/23: 32 tr/m²; Giá T5/23: 30,9 tr/m²; Giá T6/23: 31,6 tr/m²; Giá T7/23: 30,3 tr/m²; Giá T8/23: 29,6 tr/m²; Giá T9/23: 29,9 tr/m²; Giá T10/23: 30 tr/m²; Giá T11/23: 30,8 tr/m²; Giá T12/23: 33,4 tr/m²; Giá T1/24: 31 tr/m²; Giá T2/24: 34,1 tr/m²; Giá T3/24: 35 tr/m²; Giá T4/24: 40 tr/m²; Giá T5/24: 43,9 tr/m²; Giá T6/24: 40 tr/m²; Giá T7/24: 43,9 tr/m²; Giá T8/24: 50,5 tr/m²; Giá T9/24: 54,9 tr/m²; Giá T10/24: 62 tr/m²;  ","30 45; 27 37,4; 28,1 42,9; 27 41,7; 25,7 40; 26,1 31,7; 26,5 43,8; 26,7 45; 27,8 41,2; 28,2 44,9; 26,8 41,4; 26,6 32,8; 28,1 37,7; 27,1 49,1; 28,8 37,7; 27,5 34,8; 29,4 41,8; 30,8 44,7; 32,7 45,9; 32,4 48,4; 34 47,2; 35,9 52,2; 39,7 60,3; 45 70; 48,5 70,6"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,246.0,380.081298828125,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,12.0,Tây - Bắc,"Đường vào: 13,5 m; Số tầng: 4 tầng","Giá T10/22: 298,6 tr/m²; Giá T11/22: 305,5 tr/m²; Giá T12/22: 302,4 tr/m²; Giá T1/23: 299,8 tr/m²; Giá T2/23: 297,9 tr/m²; Giá T3/23: 298 tr/m²; Giá T4/23: 300,6 tr/m²; Giá T5/23: 297 tr/m²; Giá T6/23: 289 tr/m²; Giá T7/23: 280 tr/m²; Giá T8/23: 300 tr/m²; Giá T9/23: 297,8 tr/m²; Giá T10/23: 295,5 tr/m²; Giá T11/23: 300 tr/m²; Giá T12/23: 292,7 tr/m²; Giá T1/24: 285,7 tr/m²; Giá T2/24: 298 tr/m²; Giá T3/24: 308,3 tr/m²; Giá T4/24: 306,5 tr/m²; Giá T5/24: 309,5 tr/m²; Giá T6/24: 310,5 tr/m²; Giá T7/24: 310 tr/m²; Giá T8/24: 318,2 tr/m²; Giá T9/24: 321,4 tr/m²; Giá T10/24: 340 tr/m²;  ","240 344,3; 250 418,9; 230,8 395,5; 230 408,7; 247,4 414; 230 356,3; 227,8 422,2; 225,4 401,8; 241,9 350; 230,1 360,7; 244,4 359,5; 240 344,4; 239,3 357,9; 244,7 421,6; 244,4 366,6; 248,2 320,7; 250 386,9; 260,8 443,6; 260,6 401,4; 250 412,7; 270 424,2; 267,4 403,9; 270 407,1; 269,8 440; 270,1 451,3"
Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,Vimefulland,Jade Square,128.0,250.0,6.0,6.0,Sổ đỏ/ Sổ hồng,Cơ bản,7.0,Nam,Đường vào: 17 m; Số tầng: 5 tầng,"Giá T10/22: 222,6 tr/m²; Giá T11/22: 227,5 tr/m²; Giá T12/22: 214,4 tr/m²; Giá T1/23: 202,8 tr/m²; Giá T2/23: 224,3 tr/m²; Giá T3/23: 220 tr/m²; Giá T4/23: 219,4 tr/m²; Giá T5/23: 219 tr/m²; Giá T6/23: 222,3 tr/m²; Giá T7/23: 216,3 tr/m²; Giá T8/23: 227,5 tr/m²; Giá T9/23: 229,8 tr/m²; Giá T10/23: 216,9 tr/m²; Giá T11/23: 231,4 tr/m²; Giá T12/23: 215,5 tr/m²; Giá T1/24: 225,7 tr/m²; Giá T2/24: 224,1 tr/m²; Giá T3/24: 207,8 tr/m²; Giá T4/24: 221,6 tr/m²; Giá T5/24: 247,5 tr/m²; Giá T6/24: 229,6 tr/m²; Giá T7/24: 235,5 tr/m²; Giá T8/24: 250 tr/m²; Giá T9/24: 250 tr/m²; Giá T10/24: 254,7 tr/m²;  ","190 255,6; 197,1 250; 204,4 227; 188,9 219,2; 211,2 262,1; 211,7 240,2; 198,2 276,7; 199,2 229,9; 190 255,6; 203,5 262,2; 189,3 303,9; 177,8 302,5; 186,1 285,9; 183,8 275,5; 189,7 258,3; 189,3 262,2; 190,9 242; 190,5 255,1; 200 258,6; 200 307,5; 200 261,1; 200 284,5; 205,2 279; 220,2 291,5; 211,4 287,7"
