Xã/Phường,Quận/Huyện,Chủ đầu tư,Tên dự án,Loại hình,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Đường vào,Số tầng,Số tòa,Số căn hộ,Hướng nhà,Hướng ban công,Mã lịch sử giá
Thành Công,Ba Đình,HD Mon Holdings,The Nelson Private Residences,Căn hộ chung cư,83.0,132.53012084960938,2.0,2.0,4,2,Không có thông tin,,,,,Đông - Nam,Đông - Nam,N
Giảng Võ,Ba Đình,Công ty CP Tập đoàn Trung Thủy,Lancaster Hà Nội,Căn hộ chung cư,126.0,86.0,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Giảng Võ,Ba Đình,Công ty CP Tập đoàn Trung Thủy,Lancaster Hà Nội,Căn hộ chung cư,123.0,81.30081176757812,3.0,3.0,4,2,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,81.0,148.1481475830078,2.0,2.0,4,2,Không có thông tin,,,3.0,1544.0,Không có thông tin,Tây - Bắc,M
Thành Công,Ba Đình,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội,Thành Công Tower 57 Láng Hạ,Căn hộ chung cư,142.0,77.46479034423828,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Tây - Nam,Q
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,75.0,165.3333282470703,2.0,2.0,4,3,Không có thông tin,,,3.0,1544.0,Đông - Nam,Tây - Bắc,M
Thành Công,Ba Đình,HD Mon Holdings,The Nelson Private Residences,Căn hộ chung cư,83.0,96.38554382324219,2.0,2.0,3,2,Không có thông tin,,,,,Không có thông tin,Không có thông tin,N
Vĩnh Phúc,Ba Đình,Công ty CP đầu tư & xây dựng Ba Đình số 1,Khu nhà ở số 6 Đội Nhân,Căn hộ chung cư,105.0,53.80952453613281,3.0,2.0,4,1,Không có thông tin,,,2.0,,Nam,Không có thông tin,N
Giảng Võ,Ba Đình,Công ty CP Tập đoàn Trung Thủy,Lancaster Hà Nội,Căn hộ chung cư,110.0,86.36363983154297,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,74.0,155.40541076660156,2.0,2.0,4,3,Không có thông tin,,,3.0,1544.0,Không có thông tin,Không có thông tin,M
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,72.0,187.5,2.0,2.0,4,3,Không có thông tin,,,3.0,1544.0,Không có thông tin,Tây - Bắc,M
Giảng Võ,Ba Đình,Tổng công ty 36 - Bộ quốc phòng,The Golden Armor,Căn hộ chung cư,120.0,100.0,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,146.0,171.23287963867188,4.0,3.0,4,3,Không có thông tin,,,3.0,1544.0,Đông - Nam,Không có thông tin,M
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,105.0,166.6666717529297,3.0,2.0,4,3,Không có thông tin,,,3.0,1544.0,Tây - Bắc,Đông - Nam,M
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,105.0,171.42857360839844,3.0,2.0,4,3,Không có thông tin,,,3.0,1544.0,Tây - Bắc,Đông - Nam,M
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,105.0,152.38095092773438,3.0,2.0,4,1,Không có thông tin,,,3.0,1544.0,Nam,Bắc,M
Thành Công,Ba Đình,HD Mon Holdings,The Nelson Private Residences,Căn hộ chung cư,106.0,130.0,3.0,2.0,3,3,Không có thông tin,,,,,Đông - Bắc,Đông - Nam,N
Thành Công,Ba Đình,HD Mon Holdings,The Nelson Private Residences,Căn hộ chung cư,83.0,130.0,2.0,2.0,4,1,Không có thông tin,,,,,Không có thông tin,Không có thông tin,N
Vĩnh Phúc,Ba Đình,Công ty CP đầu tư & xây dựng Ba Đình số 1,Khu nhà ở số 6 Đội Nhân,Căn hộ chung cư,71.0,56.33802795410156,2.0,2.0,4,3,Không có thông tin,,,2.0,,Không có thông tin,Không có thông tin,N
Liễu Giai,Ba Đình,Công ty CP Xây dựng Bảo tàng Hồ Chí Minh,Chung cư 379 Đội Cấn,Căn hộ chung cư,180.0,55.55555725097656,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,N
Ngọc Khánh,Ba Đình,Công ty CP Hạ tầng và Bất động sản Việt Nam,Platinum Residences,Căn hộ chung cư,113.0,85.0,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Thành Công,Ba Đình,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội,Thành Công Tower 57 Láng Hạ,Căn hộ chung cư,144.0,80.55555725097656,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,103.6,170.84942626953125,3.0,2.0,4,3,Không có thông tin,,,3.0,1544.0,Tây - Bắc,Đông - Nam,M
Giảng Võ,Ba Đình,Công ty CP Tập đoàn Trung Thủy,Lancaster Hà Nội,Căn hộ chung cư,114.0,90.35087585449219,3.0,2.0,4,1,Không có thông tin,,,,,Tây - Bắc,Không có thông tin,M
Giảng Võ,Ba Đình,Công ty CP Tập đoàn Trung Thủy,Lancaster Hà Nội,Căn hộ chung cư,126.0,95.23809814453125,3.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Vĩnh Phúc,Ba Đình,Công ty CP đầu tư & xây dựng Ba Đình số 1,Khu nhà ở số 6 Đội Nhân,Căn hộ chung cư,94.0,63.82978820800781,3.0,2.0,4,3,Không có thông tin,,,2.0,,Không có thông tin,Đông - Bắc,N
Liễu Giai,Ba Đình,Công ty CP Xây dựng Bảo tàng Hồ Chí Minh,Chung cư 379 Đội Cấn,Căn hộ chung cư,168.0,59.52381134033203,3.0,2.0,4,1,Không có thông tin,,,,,Không có thông tin,Không có thông tin,N
Giảng Võ,Ba Đình,Công ty CP Tập đoàn Trung Thủy,Lancaster Hà Nội,Căn hộ chung cư,112.0,93.75,2.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,120.0,191.6666717529297,3.0,2.0,4,3,Không có thông tin,,,3.0,1544.0,Tây - Bắc,Đông - Nam,M
Dương Xá,Gia Lâm,CapitaLand Development (Việt Nam),Chung cư The Senique Hanoi,Căn hộ chung cư,63.0,68.0,2.0,2.0,4,1,Không có thông tin,,,3.0,2150.0,Không có thông tin,Không có thông tin,N
Thành Công,Ba Đình,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội,Thành Công Tower 57 Láng Hạ,Căn hộ chung cư,192.0,79.6875,3.0,3.0,4,3,Không có thông tin,,,,,Nam,Bắc,Q
Giảng Võ,Ba Đình,Công ty CP Tập đoàn Trung Thủy,Lancaster Hà Nội,Căn hộ chung cư,126.0,95.23809814453125,3.0,2.0,4,2,Không có thông tin,,,,,Đông,Đông - Nam,M
Giảng Võ,Ba Đình,Công ty CP Đầu tư Phát triển nhà Gia Bảo,Chung cư D2 Giảng Võ,Căn hộ chung cư,325.0,69.23076629638672,4.0,4.0,4,1,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Ngọc Khánh,Ba Đình,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,Căn hộ chung cư,83.0,142.16867065429688,2.0,2.0,4,3,Không có thông tin,,,3.0,1544.0,Không có thông tin,Không có thông tin,M
Giảng Võ,Ba Đình,Công ty CP Đầu tư Phát triển nhà Gia Bảo,Chung cư D2 Giảng Võ,"Nhà Biệt thự, liền kề",122.0,639.34423828125,8.0,10.0,4,3,8.0,12.0,7.0,,,Không có thông tin,Không có thông tin,Q
Kim Mã,Ba Đình,Công ty CP Đầu tư Văn Phú - Invest,Grandeur Palace Giảng Võ,"Nhà Biệt thự, liền kề",143.2,523.7430419921875,5.0,5.0,4,1,6.0,20.0,5.0,,,Đông - Nam,Đông - Nam,M
Kim Mã,Ba Đình,Công ty CP Đầu tư Thành Đông,Thành Đông Building,"Nhà Biệt thự, liền kề",360.0,291.6666564941406,5.0,6.0,4,1,12.0,,4.0,,,Không có thông tin,Không có thông tin,N
Vĩnh Phúc,Ba Đình,Công ty CP đầu tư & xây dựng Ba Đình số 1,Khu nhà ở số 6 Đội Nhân,"Nhà Biệt thự, liền kề",155.0,277.4193420410156,5.0,4.0,4,3,8.300000190734863,20.0,4.0,2.0,,Tây,Không có thông tin,N
Liễu Giai,Ba Đình,Tổng Công ty Viglacera,Chung cư 671 Hoàng Hoa Thám,"Nhà Biệt thự, liền kề",88.0,454.5454406738281,5.0,4.0,4,3,5.099999904632568,,4.0,,,Không có thông tin,Không có thông tin,Q
Kim Mã,Ba Đình,Công ty CP Đầu tư Văn Phú - Invest,Grandeur Palace Giảng Võ,"Nhà Biệt thự, liền kề",138.0,471.0144958496094,4.0,6.0,4,1,Không có thông tin,10.0,4.0,,,Không có thông tin,Đông - Nam,M
Phúc Lợi,Long Biên,Tập đoàn Vingroup,Vinhomes Riverside,"Nhà Biệt thự, liền kề",216.0,449.0740661621094,5.0,5.0,4,2,9.0,16.0,4.0,,,Đông - Bắc,Đông - Bắc,M
Đông Hội,Đông Anh,Tập đoàn Vingroup,Vinhomes Cổ Loa,"Shophouse, nhà phố thương mại",62.5,248.0,5.0,4.0,4,1,5.0,13.0,5.0,,,Không có thông tin,Không có thông tin,N
Thành Công,Ba Đình,Tổng Công ty xây dựng công trình giao thông 1,Chung cư C1 Thành Công,Bất động sản khác,174.0,45.977012634277344,3.0,2.0,4,3,Không có thông tin,,,,,Tây,Đông,N
Giảng Võ,Ba Đình,Công ty TNHH Hoà Bình,Hà Nội Golden Lake,Bất động sản khác,2237.0,2.3915958404541016,255.0,255.0,4,1,100.0,40.0,25.0,,,Không có thông tin,Không có thông tin,N
Giảng Võ,Ba Đình,Công ty TNHH Hoà Bình,Hà Nội Golden Lake,Bất động sản khác,2237.0,2.3915958404541016,255.0,255.0,4,3,100.0,30.0,24.0,,,Không có thông tin,Không có thông tin,N
Giảng Võ,Ba Đình,Công ty TNHH Hoà Bình,Hà Nội Golden Lake,Bất động sản khác,2237.0,2.4720606803894043,255.0,255.0,4,3,100.0,30.0,30.0,,,Tây - Nam,Không có thông tin,N
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,155.0,483.8709716796875,2.0,2.0,3,3,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,151.0,516.5562744140625,3.0,2.0,4,3,Không có thông tin,,,1.0,104.0,Nam,Không có thông tin,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,130.0,600.0,3.0,2.0,3,3,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,160.0,537.5,3.0,2.0,3,1,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Trần Hưng Đạo,Hoàn Kiếm,Tập đoàn Jaccar Bourbon,Pacific Place,Căn hộ chung cư,183.0,91.80327606201172,2.0,2.0,3,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,155.0,516.1290283203125,2.0,2.0,1,3,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Trần Hưng Đạo,Hoàn Kiếm,Tập đoàn Jaccar Bourbon,Pacific Place,Căn hộ chung cư,71.0,58.0,1.0,1.0,3,2,Không có thông tin,,,,,Đông,Nam,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,160.0,681.25,3.0,2.0,3,3,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,180.0,611.111083984375,3.0,2.0,3,3,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,130.0,600.0,3.0,2.0,1,3,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,Căn hộ chung cư,140.0,564.2857055664062,3.0,2.0,3,3,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Hàng Bài,Hoàn Kiếm,Masterise Homes,The Grand Hà Nội,"Shophouse, nhà phố thương mại",160.0,750.0,3.0,2.0,4,3,Không có thông tin,,,1.0,104.0,Không có thông tin,Không có thông tin,Q
Phú Thượng,Tây Hồ,CapitaLand Development (Việt Nam),Heritage West Lake,Căn hộ chung cư,180.0,119.83333587646484,4.0,4.0,4,2,Không có thông tin,,,3.0,375.0,Không có thông tin,Đông - Nam,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,146.0,94.24657440185547,3.0,2.0,4,3,Không có thông tin,,,2.0,498.0,Không có thông tin,Không có thông tin,M
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Sunshine Riverside,Căn hộ chung cư,96.8,72.31404876708984,3.0,3.0,4,4,Không có thông tin,,,3.0,932.0,Không có thông tin,Không có thông tin,M
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Sunshine Riverside,Căn hộ chung cư,95.0,80.0,3.0,2.0,4,4,Không có thông tin,,,3.0,932.0,Không có thông tin,Không có thông tin,M
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Sunshine Riverside,Căn hộ chung cư,80.6,71.96029663085938,2.0,2.0,4,3,Không có thông tin,,,3.0,932.0,Không có thông tin,Không có thông tin,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,104.0,144.23077392578125,3.0,3.0,4,1,Không có thông tin,,,2.0,498.0,Đông - Nam,Tây - Bắc,M
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Sunshine Riverside,Căn hộ chung cư,83.8,77.56562805175781,3.0,2.0,4,3,Không có thông tin,,,3.0,932.0,Không có thông tin,Không có thông tin,M
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Sunshine Riverside,Căn hộ chung cư,93.3,76.09860229492188,3.0,2.0,4,2,Không có thông tin,,,3.0,932.0,Đông,Không có thông tin,M
Phú Thượng,Tây Hồ,Tân Hoàng Minh Group,D’. El Dorado,Căn hộ chung cư,33.0,100.0,1.0,1.0,4,3,Không có thông tin,,,1.0,448.0,Không có thông tin,Không có thông tin,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,127.0,110.0,3.0,2.0,4,2,Không có thông tin,,,2.0,498.0,Tây - Bắc,Tây - Bắc,M
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Sunshine Golden River,Căn hộ chung cư,160.0,87.5,3.0,2.0,3,4,Không có thông tin,,,1.0,217.0,Không có thông tin,Không có thông tin,Q
Phú Thượng,Tây Hồ,Công ty TNHH Đầu tư C.T.L,PentStudio,Căn hộ chung cư,76.0,73.68421173095703,1.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Phú Thượng,Tây Hồ,Công ty TNHH Đầu tư C.T.L,PentStudio,Căn hộ chung cư,91.0,76.92308044433594,2.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Phú Thượng,Tây Hồ,Tân Hoàng Minh Group,D’. El Dorado,Căn hộ chung cư,70.0,107.14286041259766,2.0,2.0,4,2,Không có thông tin,,,1.0,448.0,Không có thông tin,Không có thông tin,M
Phú Thượng,Tây Hồ,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,Căn hộ chung cư,123.0,52.84552764892578,3.0,2.0,4,3,Không có thông tin,,,50.0,,Không có thông tin,Đông - Nam,M
Phú Thượng,Tây Hồ,Tân Hoàng Minh Group,D’. El Dorado,Căn hộ chung cư,80.0,75.0,2.0,2.0,4,3,Không có thông tin,,,1.0,448.0,Tây,Đông - Nam,M
Phú Thượng,Tây Hồ,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,Căn hộ chung cư,118.0,50.84745788574219,3.0,2.0,4,3,Không có thông tin,,,50.0,,Không có thông tin,Đông,M
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Sunshine Riverside,Căn hộ chung cư,98.0,71.42857360839844,3.0,2.0,4,2,Không có thông tin,,,3.0,932.0,Nam,Bắc,M
Phú Thượng,Tây Hồ,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,Căn hộ chung cư,121.0,51.23966979980469,3.0,2.0,4,3,Không có thông tin,,,50.0,,Không có thông tin,Đông - Nam,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,222.3,137.2019805908203,4.0,4.0,4,2,Không có thông tin,,,2.0,498.0,Đông - Bắc,Đông - Nam,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,234.0,130.3418731689453,4.0,4.0,4,2,Không có thông tin,,,2.0,498.0,Không có thông tin,Không có thông tin,M
Xuân La,Tây Hồ,Tân Hoàng Minh Group,D’. El Dorado,Căn hộ chung cư,50.0,77.0,2.0,1.0,3,3,Không có thông tin,,,1.0,448.0,Không có thông tin,Không có thông tin,M
Xuân La,Tây Hồ,Công ty TNHH Phát triển T.H.T,KĐT Tây Hồ Tây - Starlake Hà Nội,Căn hộ chung cư,91.0,131.86813354492188,2.0,2.0,4,3,Không có thông tin,,,3.0,603.0,Đông,Bắc,M
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Sunshine Golden River,Căn hộ chung cư,160.0,87.5,3.0,2.0,3,2,Không có thông tin,,,1.0,217.0,Không có thông tin,Nam,Q
Phú Thượng,Tây Hồ,Công ty CP Tập đoàn Sunshine,Noble Crystal Tây Hồ,Căn hộ chung cư,127.0,206.29920959472656,3.0,4.0,3,2,Không có thông tin,,,,,Tây,Đông,Q
Thụy Khuê,Tây Hồ,Tập đoàn Sun Group,Sun Grand City,Căn hộ chung cư,280.0,166.07142639160156,4.0,3.0,4,3,Không có thông tin,,,,,Đông - Bắc,Đông - Bắc,M
Phú Thượng,Tây Hồ,Tân Hoàng Minh Group,D’. El Dorado,Căn hộ chung cư,52.8,75.18939208984375,2.0,1.0,3,2,Không có thông tin,,,1.0,448.0,Đông - Bắc,Tây - Nam,M
Xuân La,Tây Hồ,Công ty CP Xây dựng và Thương mại Bắc Hà,6th Element,Căn hộ chung cư,83.0,96.98795318603516,2.0,2.0,4,3,Không có thông tin,,,2.0,1176.0,Không có thông tin,Bắc,M
Thụy Khuê,Tây Hồ,Tập đoàn Sun Group,Sun Grand City,Căn hộ chung cư,56.2,139.67971801757812,1.0,1.0,4,3,Không có thông tin,,,,,Đông - Nam,Đông - Bắc,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,222.4,138.803955078125,4.0,3.0,4,4,Không có thông tin,,,2.0,498.0,Không có thông tin,Tây - Bắc,M
Phú Thượng,Tây Hồ,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,Căn hộ chung cư,123.0,59.34959411621094,3.0,2.0,4,3,Không có thông tin,,,50.0,,Không có thông tin,Không có thông tin,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,128.0,86.19999694824219,3.0,2.0,4,3,Không có thông tin,,,2.0,498.0,Không có thông tin,Không có thông tin,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,234.0,126.75213623046875,4.0,4.0,4,1,Không có thông tin,,,2.0,498.0,Không có thông tin,Đông - Bắc,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,234.0,123.93162536621094,4.0,4.0,4,2,Không có thông tin,,,2.0,498.0,Đông - Bắc,Tây - Nam,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,111.0,126.12612915039062,3.0,2.0,4,3,Không có thông tin,,,2.0,498.0,Tây - Bắc,Đông - Nam,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,146.0,123.0,3.0,2.0,4,1,Không có thông tin,,,2.0,498.0,Đông - Nam,Tây - Bắc,M
Xuân La,Tây Hồ,Tân Hoàng Minh Group,D’. El Dorado II,Căn hộ chung cư,76.5,99.34640502929688,2.0,2.0,3,3,Không có thông tin,,,,,Đông - Bắc,Tây - Nam,Q
Phú Thượng,Tây Hồ,Tân Hoàng Minh Group,D’. El Dorado,Căn hộ chung cư,160.0,150.0,4.0,3.0,4,3,Không có thông tin,,,1.0,448.0,Tây - Bắc,Đông - Nam,M
Phú Thượng,Tây Hồ,CapitaLand Development (Việt Nam),Heritage West Lake,Căn hộ chung cư,65.0,87.69230651855469,1.0,1.0,3,1,Không có thông tin,,,3.0,375.0,Không có thông tin,Không có thông tin,M
Xuân La,Tây Hồ,Công ty CP Xây dựng và Thương mại Bắc Hà,6th Element,Căn hộ chung cư,60.0,92.5,1.0,1.0,4,3,Không có thông tin,,,2.0,1176.0,Không có thông tin,Không có thông tin,M
Xuân La,Tây Hồ,Công ty CP tập đoàn ĐTXD phát triển Đông Đô - BQP,Dự án Học Viện Quốc Phòng,Căn hộ chung cư,106.0,63.20754623413086,3.0,2.0,4,3,Không có thông tin,,,,,Bắc,Nam,Q
Xuân La,Tây Hồ,Tổng công ty 36 - Bộ quốc phòng,Chung cư CT36 Xuân La,Căn hộ chung cư,76.0,73.68421173095703,2.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,Q
Phú Thượng,Tây Hồ,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,Udic Westlake,Căn hộ chung cư,250.0,60.0,4.0,3.0,4,2,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Xuân La,Tây Hồ,Công ty CP Xây dựng và Thương mại Bắc Hà,6th Element,Căn hộ chung cư,109.0,108.7155990600586,3.0,2.0,4,3,Không có thông tin,,,2.0,1176.0,Không có thông tin,Không có thông tin,M
Xuân La,Tây Hồ,Công ty CP Xây dựng và Thương mại Bắc Hà,6th Element,Căn hộ chung cư,166.0,97.34939575195312,4.0,3.0,4,3,Không có thông tin,,,2.0,1176.0,Không có thông tin,Không có thông tin,M
Xuân La,Tây Hồ,Công ty CP Đầu tư và Thương mại Thủ Đô,Ecolife Tây Hồ,Căn hộ chung cư,89.0,73.03370666503906,2.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Phú Thượng,Tây Hồ,Công ty CP Sản xuất và Xuất nhập khẩu Bao bì,Chung cư Packexim,Căn hộ chung cư,123.0,50.4065055847168,3.0,2.0,4,1,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Xuân La,Tây Hồ,Công ty CP Đầu tư và Thương mại Thủ Đô,Ecolife Tây Hồ,Căn hộ chung cư,96.0,71.875,3.0,2.0,4,1,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Xuân La,Tây Hồ,Công ty CP Đầu tư và Thương mại Thủ Đô,Ecolife Tây Hồ,Căn hộ chung cư,95.0,69.47368621826172,3.0,2.0,4,3,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,M
Quảng An,Tây Hồ,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư,104.0,110.57691955566406,3.0,2.0,4,3,Không có thông tin,,,2.0,498.0,Không có thông tin,Tây - Bắc,M
