Xã/Phường,Quận/Huyện,Chủ đầu tư,Tên dự án,Loại hình,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Đường vào,Số tầng,Số tòa,Số căn hộ,Hướng nhà,Hướng ban công,Mã lịch sử giá
Nhân Chính,Thanh Xuân,Công ty CP Đại Việt Trí Tuệ,The Legend Tower 109 Nguyễn Tuân,Căn hộ chung cư,182.0,93.4065933227539,4.0,3.0,4,3,Không có thông tin,,,,,Đông - Bắc,Tây - Nam,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Điện lực Hà Nội,Hei Tower,Căn hộ chung cư,104.0,72.11538696289062,3.0,2.0,4,4,Không có thông tin,,,,,Tây - Nam,Đông - Bắc,M
Nhân Chính,Thanh Xuân,Công ty CP Đại Việt Trí Tuệ,The Legend Tower 109 Nguyễn Tuân,Căn hộ chung cư,86.0,90.69767761230469,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Điện lực Hà Nội,Hei Tower,Căn hộ chung cư,158.0,55.69620132446289,4.0,2.0,4,3,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Điện lực Hà Nội,Hei Tower,Căn hộ chung cư,96.0,69.79166412353516,3.0,2.0,4,1,Không có thông tin,,,,,Đông - Bắc,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty Đầu tư Xây dựng số 2 Hà Nội,Hà Nội Center Point,Căn hộ chung cư,80.0,86.25,3.0,2.0,4,3,Không có thông tin,,,2.0,435.0,Không có thông tin,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty CP xây dựng số 1 Hà Nội,The Golden Palm Lê Văn Lương,Căn hộ chung cư,66.0,80.30303192138672,2.0,2.0,4,3,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,Căn hộ chung cư,93.0,69.89247131347656,3.0,2.0,4,3,Không có thông tin,,,2.0,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Imperia Garden,Căn hộ chung cư,93.0,78.49462127685547,3.0,2.0,4,2,Không có thông tin,,,4.0,3922.0,Không có thông tin,Đông - Nam,M
Nhân Chính,Thanh Xuân,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,Chung cư Ban cơ yếu Chính phủ,Căn hộ chung cư,75.0,68.0,2.0,2.0,4,3,Không có thông tin,,,4.0,388.0,Không có thông tin,Đông - Bắc,Q
Nhân Chính,Thanh Xuân,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,Chung cư Ban cơ yếu Chính phủ,Căn hộ chung cư,100.0,69.0,3.0,2.0,4,3,Không có thông tin,,,4.0,388.0,Không có thông tin,Không có thông tin,Q
Nhân Chính,Thanh Xuân,Công ty Đầu tư Xây dựng số 2 Hà Nội,Hà Nội Center Point,Căn hộ chung cư,80.0,82.5,3.0,2.0,4,3,Không có thông tin,,,2.0,435.0,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Bất động sản Hapulico,Hapulico Complex,Căn hộ chung cư,100.0,63.0,2.0,2.0,4,3,Không có thông tin,,,,,Đông - Bắc,Tây - Nam,M
Nhân Chính,Thanh Xuân,OCEAN GROUP - Tập Đoàn Đại Dương,Star City Lê Văn Lương,Căn hộ chung cư,80.0,62.375,2.0,2.0,3,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Nhân Chính,Thanh Xuân,Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp,Việt Đức Complex,Căn hộ chung cư,102.0,50.98039245605469,3.0,2.0,4,2,Không có thông tin,,,,,Đông - Nam,Đông - Nam,M
Khương Trung,Thanh Xuân,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam,Star Tower 283 Khương Trung,Căn hộ chung cư,90.0,65.0,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,Gold Tower,Căn hộ chung cư,120.0,57.5,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,Căn hộ chung cư,72.0,69.44444274902344,2.0,2.0,4,3,Không có thông tin,,,2.0,,Không có thông tin,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Imperia Garden,Căn hộ chung cư,80.0,75.0,2.0,2.0,4,3,Không có thông tin,,,4.0,3922.0,Đông - Bắc,Tây - Nam,M
Nhân Chính,Thanh Xuân,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),C3 Tower - Golden Palace,Căn hộ chung cư,98.0,75.51020050048828,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Nhân Chính,Thanh Xuân,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),Handi Resco Lê Văn Lương,Căn hộ chung cư,70.0,75.71428680419922,2.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Nhân Chính,Thanh Xuân,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,Chung cư Ban cơ yếu Chính phủ,Căn hộ chung cư,123.0,56.09756088256836,3.0,2.0,4,1,Không có thông tin,,,4.0,388.0,Tây - Bắc,Không có thông tin,Q
Thanh Xuân Bắc,Thanh Xuân,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,Chung cư Ban cơ yếu Chính phủ,Căn hộ chung cư,124.0,56.45161437988281,3.0,2.0,4,1,Không có thông tin,,,4.0,388.0,Tây - Bắc,Đông - Nam,Q
Nhân Chính,Thanh Xuân,Công ty CP Đại Việt Trí Tuệ,The Legend Tower 109 Nguyễn Tuân,Căn hộ chung cư,72.5,88.96551513671875,2.0,2.0,4,2,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Kinh doanh Bất động sản Hà Nội Sông Hồng,Sapphire Palace,Căn hộ chung cư,81.1,78.91492462158203,3.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Imperia Garden,Căn hộ chung cư,80.0,86.25,2.0,2.0,4,3,Không có thông tin,,,4.0,3922.0,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Bất động sản Hapulico,Hapulico Complex,Căn hộ chung cư,117.0,81.19657897949219,4.0,2.0,4,3,Không có thông tin,,,,,Đông - Bắc,Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,Căn hộ chung cư,75.0,68.0,2.0,2.0,4,3,Không có thông tin,,,2.0,,Tây - Bắc,Đông - Nam,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Điện lực Hà Nội,Hei Tower,Căn hộ chung cư,147.0,65.0,4.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,Gold Tower,Căn hộ chung cư,130.0,67.69230651855469,3.0,2.0,4,3,Không có thông tin,,,,,Đông - Bắc,Nam,Q
Nhân Chính,Thanh Xuân,Công ty CP xây dựng số 1 Hà Nội,Times Tower Lê Văn Lương,Căn hộ chung cư,128.0,66.40625,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Khương Mai,Thanh Xuân,Công ty Cổ phần Đầu tư IMG,The Artemis,Căn hộ chung cư,80.0,75.0,2.0,2.0,4,3,Không có thông tin,,,1.0,365.0,Đông - Nam,Tây - Bắc,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Xuất nhập khẩu Mỹ Sơn,Mỹ Sơn Tower,Căn hộ chung cư,175.0,56.0,4.0,2.0,3,3,Không có thông tin,,,,,Đông,Nam,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,Golden Land,Căn hộ chung cư,165.0,55.0,4.0,3.0,4,1,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư và Phát triển nhà số 6 Hà Nội,Diamond Flower Tower,Căn hộ chung cư,169.0,59.17159652709961,3.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,Golden Land,Căn hộ chung cư,145.0,55.17241287231445,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Bất động sản Hapulico,Hapulico Complex,Căn hộ chung cư,140.0,57.14285659790039,3.0,2.0,4,1,Không có thông tin,,,,,Không có thông tin,Đông - Nam,M
Nhân Chính,Thanh Xuân,Công ty Đầu tư Xây dựng số 2 Hà Nội,Hà Nội Center Point,Căn hộ chung cư,65.0,81.53845977783203,2.0,1.0,4,3,Không có thông tin,,,2.0,435.0,Không có thông tin,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty CP xây dựng số 1 Hà Nội,The Golden Palm Lê Văn Lương,Căn hộ chung cư,81.0,70.37036895751953,2.0,2.0,4,3,Không có thông tin,,,,,Đông - Nam,Không có thông tin,M
Thượng Đình,Thanh Xuân,Tập đoàn Vingroup,Royal City,Căn hộ chung cư,175.0,114.28571319580078,3.0,2.0,4,3,Không có thông tin,,,6.0,4460.0,Tây - Nam,Đông - Nam,M
Thượng Đình,Thanh Xuân,Công ty CP Hoa Anh Đào,King Palace,Căn hộ chung cư,125.0,72.0,3.0,2.0,1,3,Không có thông tin,,,,,Không có thông tin,Đông - Nam,M
Nhân Chính,Thanh Xuân,Công ty CP xây dựng số 1 Hà Nội,The Golden Palm Lê Văn Lương,Căn hộ chung cư,88.0,67.61363983154297,2.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,Căn hộ chung cư,118.0,76.27118682861328,3.0,2.0,4,3,Không có thông tin,,,2.0,,Không có thông tin,Đông - Nam,M
Phương Liệt,Thanh Xuân,Công ty CP Đầu tư và Thương mại Thăng Long,Imperial Plaza,Căn hộ chung cư,78.0,64.1025619506836,2.0,2.0,4,2,Không có thông tin,,,,,Nam,Bắc,M
Nhân Chính,Thanh Xuân,Công ty CP xây dựng số 1 Hà Nội,Times Tower Lê Văn Lương,Căn hộ chung cư,128.0,71.09375,3.0,2.0,4,2,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,M
Khương Đình,Thanh Xuân,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam,Riverside Garden,Căn hộ chung cư,70.0,71.42857360839844,2.0,2.0,4,1,Không có thông tin,,,,,Đông - Bắc,Tây - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Rivera Park Hà Nội,Căn hộ chung cư,70.0,90.0,2.0,2.0,4,1,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Kinh doanh Bất động sản Hà Nội Sông Hồng,Sapphire Palace,Căn hộ chung cư,88.0,79.54545593261719,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,Q
Nhân Chính,Thanh Xuân,Hợp Tác Xã Thành Công,Trinity Tower,Căn hộ chung cư,60.0,64.16666412353516,2.0,2.0,3,3,Không có thông tin,,,1.0,237.0,Đông - Nam,Đông - Bắc,M
Nhân Chính,Thanh Xuân,Công ty Đầu tư Xây dựng số 2 Hà Nội,Hà Nội Center Point,Căn hộ chung cư,88.0,77.2727279663086,3.0,2.0,4,3,Không có thông tin,,,2.0,435.0,Tây - Nam,Đông - Bắc,M
Thượng Đình,Thanh Xuân,Công ty CP Hoa Anh Đào,King Palace,Căn hộ chung cư,125.0,80.0,3.0,2.0,3,1,Không có thông tin,,,,,Tây - Bắc,Tây - Nam,M
Thượng Đình,Thanh Xuân,Công ty CP Hoa Anh Đào,King Palace,Căn hộ chung cư,115.0,78.26087188720703,3.0,2.0,3,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Thượng Đình,Thanh Xuân,Công ty CP Hoa Anh Đào,King Palace,Căn hộ chung cư,83.0,77.10843658447266,2.0,2.0,3,3,Không có thông tin,,,,,Tây - Nam,Đông - Bắc,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Rivera Park Hà Nội,Căn hộ chung cư,78.0,70.5128173828125,2.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Nhân Chính,Thanh Xuân,Công ty CP xây dựng số 1 Hà Nội,The Golden Palm Lê Văn Lương,Căn hộ chung cư,91.0,74.72527313232422,2.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Imperia Garden,Căn hộ chung cư,97.0,87.62886810302734,3.0,2.0,4,3,Không có thông tin,,,4.0,3922.0,Không có thông tin,Không có thông tin,M
Thượng Đình,Thanh Xuân,Tập đoàn Vingroup,Royal City,Căn hộ chung cư,87.0,80.45977020263672,2.0,2.0,4,1,Không có thông tin,,,6.0,4460.0,Không có thông tin,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Imperia Garden,Căn hộ chung cư,81.0,80.24691009521484,2.0,2.0,4,1,Không có thông tin,,,4.0,3922.0,Không có thông tin,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư và Phát triển nhà số 6 Hà Nội,Diamond Flower Tower,Căn hộ chung cư,100.0,75.0,3.0,2.0,4,1,Không có thông tin,,,,,Tây - Nam,Đông - Bắc,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,Căn hộ chung cư,96.56,65.76222229003906,3.0,2.0,4,3,Không có thông tin,,,2.0,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Xuất nhập khẩu Mỹ Sơn,Mỹ Sơn Tower,Căn hộ chung cư,95.0,47.3684196472168,3.0,2.0,4,1,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,Q
Nhân Chính,Thanh Xuân,Công ty CP Licogi 13,Licogi 13 Tower,Căn hộ chung cư,110.0,57.272727966308594,3.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Đông - Nam,Q
Nhân Chính,Thanh Xuân,Công ty CP xây dựng số 1 Hà Nội,The Golden Palm Lê Văn Lương,Căn hộ chung cư,88.0,63.068180084228516,2.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Rivera Park Hà Nội,Căn hộ chung cư,78.0,70.5128173828125,2.0,2.0,4,3,Không có thông tin,,,,,Tây - Nam,Đông - Bắc,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Imperia Garden,Căn hộ chung cư,75.0,80.0,2.0,2.0,4,3,Không có thông tin,,,4.0,3922.0,Tây - Nam,Đông - Bắc,M
Phương Liệt,Thanh Xuân,Công ty CP Đầu tư và Thương mại Thăng Long,Imperial Plaza,Căn hộ chung cư,123.0,63.0,3.0,2.0,4,2,Không có thông tin,,,,,Tây - Nam,Đông - Bắc,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Xây dựng Vinaconex - PVC,PVV-Vinapharm 60B Nguyễn Huy Tưởng,Căn hộ chung cư,60.0,72.5,2.0,2.0,4,2,Không có thông tin,,,,,Đông - Nam,Không có thông tin,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,Căn hộ chung cư,75.0,77.33333587646484,2.0,2.0,4,3,Không có thông tin,,,2.0,,Không có thông tin,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty CP Đại Việt Trí Tuệ,The Legend Tower 109 Nguyễn Tuân,Căn hộ chung cư,78.0,76.92308044433594,2.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Rivera Park Hà Nội,Căn hộ chung cư,104.0,84.61538696289062,3.0,2.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,Căn hộ chung cư,72.0,77.77777862548828,2.0,2.0,4,3,Không có thông tin,,,2.0,,Tây - Bắc,Đông - Nam,M
Nhân Chính,Thanh Xuân,Công ty Đầu tư Xây dựng số 2 Hà Nội,Hà Nội Center Point,Căn hộ chung cư,80.0,72.5,3.0,2.0,4,3,Không có thông tin,,,2.0,435.0,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Rivera Park Hà Nội,Căn hộ chung cư,78.0,79.4871826171875,2.0,2.0,4,4,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Nhân Chính,Thanh Xuân,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),Handico Complex,Căn hộ chung cư,85.0,64.70587921142578,3.0,2.0,4,3,Không có thông tin,,,1.0,228.0,Không có thông tin,Đông - Nam,N
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Điện lực Hà Nội,Hei Tower,Căn hộ chung cư,100.0,68.0,3.0,2.0,4,3,Không có thông tin,,,,,Tây - Nam,Đông - Bắc,M
Nhân Chính,Thanh Xuân,Hợp Tác Xã Thành Công,Trinity Tower,Căn hộ chung cư,60.0,65.0,2.0,2.0,1,3,Không có thông tin,,,1.0,237.0,Không có thông tin,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,Golden Land,Căn hộ chung cư,165.0,50.90909194946289,4.0,3.0,4,3,Không có thông tin,,,,,Tây - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Rivera Park Hà Nội,Căn hộ chung cư,77.0,79.22077941894531,2.0,2.0,4,3,Không có thông tin,,,,,Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,Căn hộ chung cư,71.2,77.2471923828125,2.0,2.0,4,3,Không có thông tin,,,2.0,,Không có thông tin,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Điện lực Hà Nội,Hei Tower,Căn hộ chung cư,90.0,60.55555725097656,3.0,2.0,4,1,Không có thông tin,,,,,Tây - Nam,Đông - Bắc,M
Nhân Chính,Thanh Xuân,Công ty CP xây dựng số 1 Hà Nội,The Golden Palm Lê Văn Lương,Căn hộ chung cư,130.0,67.69230651855469,3.0,2.0,4,3,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,M
Nhân Chính,Thanh Xuân,Công ty CP Đại Việt Trí Tuệ,The Legend Tower 109 Nguyễn Tuân,Căn hộ chung cư,72.0,87.5,2.0,2.0,4,3,Không có thông tin,,,,,Đông - Nam,Tây - Bắc,M
Phương Liệt,Thanh Xuân,Công ty CP Đầu tư và Thương mại Thăng Long,Imperial Plaza,Căn hộ chung cư,78.86,67.08090209960938,2.0,2.0,4,3,Không có thông tin,,,,,Không có thông tin,Không có thông tin,M
Khương Mai,Thanh Xuân,Công ty Cổ phần Đầu tư IMG,The Artemis,Căn hộ chung cư,80.0,85.0,2.0,2.0,4,3,Không có thông tin,,,1.0,365.0,Không có thông tin,Đông - Nam,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Điện lực Hà Nội,Hei Tower,Căn hộ chung cư,126.0,64.28572082519531,3.0,2.0,4,3,Không có thông tin,,,,,Tây - Nam,Đông - Bắc,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,HDI Homes Nguyễn Tuân,"Nhà Biệt thự, liền kề",98.0,428.5714416503906,4.0,4.0,4,1,7.5,12.0,5.0,,,Đông - Nam,Đông - Nam,N
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,HDI Homes Nguyễn Tuân,"Nhà Biệt thự, liền kề",98.0,428.5714416503906,4.0,5.0,4,3,7.5,11.0,5.0,,,Đông - Nam,Đông - Nam,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,"Nhà Biệt thự, liền kề",72.0,402.77777099609375,6.0,6.0,4,3,5.5,10.0,5.0,2.0,,Không có thông tin,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Thi công cơ giới xây lắp,Khu đô thị 54 Hạ Đình,"Nhà Biệt thự, liền kề",107.0,315.8878479003906,4.0,4.0,4,3,5.099999904632568,10.0,5.0,,,Không có thông tin,Không có thông tin,Q
Nhân Chính,Thanh Xuân,Công ty CP Licogi 13,Licogi 13 Tower,"Nhà Biệt thự, liền kề",148.0,277.02703857421875,5.0,5.0,4,3,7.199999809265137,12.0,5.0,,,Không có thông tin,Không có thông tin,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,"Nhà Biệt thự, liền kề",70.0,414.28570556640625,10.0,10.0,4,3,5.5,14.0,5.0,2.0,,Không có thông tin,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Bất động sản Hapulico,Hapulico Complex,"Nhà Biệt thự, liền kề",150.0,473.3333435058594,5.0,4.0,4,2,9.0,20.0,4.0,,,Không có thông tin,Không có thông tin,M
Phúc La,Hà Đông,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Văn Quán,"Nhà Biệt thự, liền kề",128.0,217.1875,6.0,5.0,4,3,5.0,15.0,4.0,10.0,1229.0,Không có thông tin,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,HDI Homes Nguyễn Tuân,"Nhà Biệt thự, liền kề",97.5,430.76922607421875,4.0,5.0,4,3,7.5,8.0,5.0,,,Đông - Nam,Đông - Nam,Q
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,HDI Homes Nguyễn Tuân,"Nhà Biệt thự, liền kề",98.0,428.5714416503906,4.0,4.0,4,1,7.5,12.0,5.0,,,Đông - Nam,Đông - Nam,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,"Nhà Biệt thự, liền kề",72.0,372.22222900390625,6.0,5.0,4,3,5.5,16.0,6.0,2.0,,Đông - Nam,Đông - Nam,M
Hạ Đình,Thanh Xuân,Công ty CP Xây dựng Lắp máy Điện nước Hà Nội,Khu đô thị mới Hạ Đình,"Nhà Biệt thự, liền kề",110.0,302.7272644042969,5.0,6.0,4,3,Không có thông tin,,6.0,,,Không có thông tin,Không có thông tin,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,"Nhà Biệt thự, liền kề",90.0,427.77777099609375,6.0,6.0,4,3,20.0,16.0,5.0,2.0,,Đông - Bắc,Đông - Nam,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,"Nhà Biệt thự, liền kề",79.0,341.77215576171875,4.0,4.0,4,1,Không có thông tin,,5.0,2.0,,Không có thông tin,Không có thông tin,M
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,HDI Homes Nguyễn Tuân,"Nhà Biệt thự, liền kề",98.0,428.5714416503906,4.0,5.0,4,1,7.5,12.0,5.0,,,Đông - Nam,Đông - Nam,Q
Hạ Đình,Thanh Xuân,Công ty CP Xây dựng Lắp máy Điện nước Hà Nội,Khu đô thị mới Hạ Đình,"Nhà Biệt thự, liền kề",163.0,520.2454223632812,7.0,7.0,4,2,20.0,10.0,8.0,,,Không có thông tin,Không có thông tin,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Thi công cơ giới xây lắp,Khu đô thị 54 Hạ Đình,"Nhà Biệt thự, liền kề",107.0,314.9532775878906,6.0,7.0,4,2,5.099999904632568,7.0,6.0,,,Không có thông tin,Không có thông tin,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,"Nhà Biệt thự, liền kề",70.0,382.8571472167969,4.0,5.0,4,2,5.5,7.0,5.0,2.0,,Đông - Nam,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,"Nhà Biệt thự, liền kề",70.0,357.1428527832031,6.0,5.0,4,3,6.0,,5.0,2.0,,Không có thông tin,Không có thông tin,M
Hạ Đình,Thanh Xuân,Công ty CP Xây dựng Lắp máy Điện nước Hà Nội,Khu đô thị mới Hạ Đình,"Nhà Biệt thự, liền kề",108.0,305.5555419921875,4.0,7.0,4,3,5.099999904632568,7.0,5.0,,,Đông - Nam,Đông - Nam,Q
Hạ Đình,Thanh Xuân,Công ty CP Xây dựng Lắp máy Điện nước Hà Nội,Khu đô thị mới Hạ Đình,"Nhà Biệt thự, liền kề",107.0,315.8878479003906,6.0,7.0,4,3,5.099999904632568,,5.0,,,Không có thông tin,Không có thông tin,Q
Thanh Xuân Trung,Thanh Xuân,Công ty CP Đầu tư Bất động sản Hapulico,Hapulico Complex,"Nhà Biệt thự, liền kề",146.0,383.5616455078125,5.0,5.0,4,1,Không có thông tin,,5.0,,,Không có thông tin,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Sông Đà 7,Khu nhà ở 90 Nguyễn Tuân,"Nhà Biệt thự, liền kề",70.0,392.8571472167969,6.0,6.0,4,1,5.5,17.0,5.0,2.0,,Không có thông tin,Không có thông tin,M
Thanh Xuân Trung,Thanh Xuân,Công ty CP Thi công cơ giới xây lắp,Khu đô thị 54 Hạ Đình,"Nhà Biệt thự, liền kề",108.0,312.03704833984375,4.0,3.0,4,2,5.099999904632568,12.0,5.0,,,Nam,Nam,Q
Nhân Chính,Thanh Xuân,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,HDI Homes Nguyễn Tuân,"Shophouse, nhà phố thương mại",98.0,408.16326904296875,4.0,4.0,4,3,7.5,10.0,5.0,,,Đông - Nam,Đông - Nam,Q
