Xã/Phường,Quận/Huyện,Chủ đầu tư,Tên dự án,Loại hình,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Đường vào,Số tầng,Số tòa,Số căn hộ,Hướng nhà,Hướng ban công,Mã lịch sử giá
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Tây Nam Hồ Linh Đàm,"Nhà Biệt thự, liền kề",300.0,226.6666717529297,8.0,6.0,4,3,Không có thông tin,,5.0,,,Không có thông tin,Không có thông tin,M
Yên Sở,Hoàng Mai,Công ty Cổ phần Gamuda Land Việt Nam,Gamuda Gardens,"Nhà Biệt thự, liền kề",270.0,195.0,5.0,5.0,4,2,10.0,15.0,4.0,7.0,2127.0,Tây - Bắc,Không có thông tin,M
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",230.0,313.0,6.0,5.0,4,1,Không có thông tin,,6.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",120.0,333.3333435058594,5.0,5.0,4,3,8.0,30.0,5.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",140.0,246.42857360839844,5.0,5.0,4,3,20.0,20.0,4.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Vimefulland,Athena Fulland,"Nhà Biệt thự, liền kề",75.0,313.3333435058594,5.0,5.0,4,2,5.0,10.0,5.0,6.0,2000.0,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",108.0,407.40740966796875,6.0,7.0,4,1,6.0,30.0,5.0,,,Đông - Bắc,Tây,Q
Định Công,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Định Công,"Nhà Biệt thự, liền kề",110.0,268.18182373046875,5.0,5.0,4,2,6.800000190734863,6.0,4.0,6.0,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",75.0,313.3333435058594,6.0,4.0,4,2,5.0,13.0,5.0,,,Nam,Nam,Q
Hoàng Văn Thụ,Hoàng Mai,Tập đoàn Lã Vọng,Louis City Hoàng Mai,"Nhà Biệt thự, liền kề",112.0,339.28570556640625,6.0,4.0,4,1,6.0,40.0,5.0,2.0,600.0,Tây,Tây,M
Yên Sở,Hoàng Mai,Công ty Cổ phần Gamuda Land Việt Nam,Gamuda Gardens,"Nhà Biệt thự, liền kề",120.0,266.0,5.0,5.0,4,3,5.5,15.0,3.0,7.0,2127.0,Đông - Nam,Không có thông tin,M
Đại Kim,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",250.0,160.0,5.0,5.0,4,1,12.5,12.0,4.0,,,Tây - Nam,Không có thông tin,M
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",232.0,163.79310607910156,5.0,5.0,4,3,12.0,10.0,4.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Công ty Đầu tư Xây dựng số 2 Hà Nội,Khu đô thị Đại Kim,"Nhà Biệt thự, liền kề",75.0,306.6666564941406,6.0,4.0,4,1,5.0,,5.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",231.0,168.83116149902344,4.0,4.0,4,2,12.5,10.0,4.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",70.0,378.5714416503906,5.0,7.0,4,3,6.199999809265137,,6.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",90.0,311.1111145019531,6.0,5.0,4,1,6.0,20.0,4.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Công ty Đầu tư Xây dựng số 2 Hà Nội,Khu đô thị Đại Kim,"Nhà Biệt thự, liền kề",75.0,313.3333435058594,6.0,5.0,4,1,5.0,7.0,5.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",100.0,389.0,5.0,6.0,4,3,6.599999904632568,20.0,4.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",236.0,220.3389892578125,4.0,4.0,4,3,12.5,12.0,4.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",71.0,373.23944091796875,6.0,6.0,4,3,7.0,15.0,6.0,,,Không có thông tin,Không có thông tin,M
Hoàng Liệt,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",231.0,168.83116149902344,4.0,4.0,4,3,12.5,,4.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",220.0,231.81817626953125,10.0,8.0,4,3,9.5,,5.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",335.0,113.4328384399414,6.0,7.0,4,3,12.0,10.0,4.0,,,Không có thông tin,Không có thông tin,M
Định Công,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Định Công,"Nhà Biệt thự, liền kề",120.0,233.3333282470703,4.0,3.0,4,1,Không có thông tin,,,6.0,,Không có thông tin,Không có thông tin,M
Định Công,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Định Công,"Nhà Biệt thự, liền kề",78.0,250.0,4.0,3.0,4,1,4.599999904632568,,6.0,6.0,,Không có thông tin,Không có thông tin,M
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Tây Nam Hồ Linh Đàm,"Nhà Biệt thự, liền kề",200.0,195.0,5.0,4.0,4,3,10.0,,5.0,,,Đông - Nam,Không có thông tin,M
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",75.0,326.6666564941406,5.0,5.0,4,2,5.0,15.0,5.0,,,Đông - Nam,Tây - Bắc,M
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",307.0,164.4951171875,10.0,5.0,4,3,16.850000381469727,25.0,4.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",73.0,450.6849365234375,4.0,3.0,4,3,5.0,20.0,5.0,,,Tây - Nam,Tây - Nam,M
Mai Động,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",98.0,183.6734619140625,9.0,5.0,4,3,6.0,16.0,5.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Văn Thụ,Hoàng Mai,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,Khu đô thị Đền Lừ I,"Nhà Biệt thự, liền kề",50.0,333.79998779296875,4.0,5.0,4,3,4.5,6.0,5.0,,,Không có thông tin,Không có thông tin,N
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",70.0,371.4285583496094,8.0,8.0,4,3,6.0,12.0,6.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Công ty Đầu tư Xây dựng số 2 Hà Nội,Khu đô thị Đại Kim,"Nhà Biệt thự, liền kề",60.0,291.6666564941406,3.0,3.0,4,3,4.0,6.0,5.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",75.0,353.3333435058594,5.0,5.0,4,3,5.0,30.0,5.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Công ty CP Kinh doanh Phát triển nhà và Đô thị Hà Nội (HanHud),Khu đô thị mới Đại Kim - Định Công,"Nhà Biệt thự, liền kề",54.0,327.77777099609375,6.0,4.0,4,3,4.5,6.0,5.0,,,Đông,Đông,Q
Định Công,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Định Công,"Nhà Biệt thự, liền kề",95.0,293.6842041015625,5.0,4.0,4,3,5.0,8.0,5.0,6.0,,Không có thông tin,Không có thông tin,M
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",250.0,117.19999694824219,5.0,3.0,4,1,Không có thông tin,,4.0,,,Không có thông tin,Không có thông tin,M
Yên Sở,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",60.0,233.3333282470703,4.0,5.0,4,1,Không có thông tin,,6.0,,,Không có thông tin,Không có thông tin,N
Yên Sở,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",60.0,250.0,5.0,5.0,4,1,Không có thông tin,,7.0,,,Không có thông tin,Không có thông tin,N
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",99.0,353.53533935546875,4.0,4.0,4,2,6.599999904632568,,4.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Công ty Đầu tư Xây dựng số 2 Hà Nội,Khu đô thị Đại Kim,"Nhà Biệt thự, liền kề",138.7,259.5530090332031,5.0,5.0,4,2,15.0,32.0,5.0,,,Đông - Nam,Tây - Bắc,Q
Yên Sở,Hoàng Mai,Công ty Cổ phần Gamuda Land Việt Nam,Gamuda Gardens,"Nhà Biệt thự, liền kề",120.0,272.5,4.0,5.0,4,3,5.5,13.0,3.0,7.0,2127.0,Không có thông tin,Không có thông tin,M
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",260.0,180.76922607421875,6.0,4.0,4,3,16.0,17.0,4.0,,,Không có thông tin,Không có thông tin,M
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",240.0,186.6666717529297,5.0,4.0,4,3,14.0,20.0,4.0,,,Đông - Nam,Tây,M
Đại Kim,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",70.0,378.5714416503906,5.0,5.0,4,1,6.199999809265137,7.0,6.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Công ty Đầu tư Xây dựng số 2 Hà Nội,Khu đô thị Đại Kim,"Nhà Biệt thự, liền kề",78.0,410.25640869140625,6.0,8.0,4,3,7.0,30.0,5.0,,,Đông - Nam,Không có thông tin,Q
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",231.0,181.81817626953125,26.0,26.0,4,3,12.0,18.0,6.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",90.0,327.77777099609375,4.0,6.0,4,3,6.0,10.0,4.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Liệt,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",112.0,236.60714721679688,6.0,8.0,4,3,12.800000190734863,9.0,5.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",615.0,341.4634094238281,8.0,8.0,4,1,45.0,30.0,4.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",90.0,327.77777099609375,4.0,4.0,4,3,6.0,10.0,4.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",310.0,177.4193572998047,6.0,6.0,4,1,Không có thông tin,20.0,6.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Công ty Đầu tư Xây dựng số 2 Hà Nội,Khu đô thị Đại Kim,"Nhà Biệt thự, liền kề",61.0,385.24591064453125,10.0,10.0,4,1,4.199999809265137,24.0,5.0,,,Đông - Nam,Không có thông tin,Q
Hoàng Văn Thụ,Hoàng Mai,Tập đoàn Lã Vọng,Louis City Hoàng Mai,"Nhà Biệt thự, liền kề",109.0,273.3945007324219,6.0,8.0,4,1,5.0,22.5,5.0,2.0,600.0,Nam,Nam,M
Hoàng Văn Thụ,Hoàng Mai,Tập đoàn Lã Vọng,Louis City Hoàng Mai,"Nhà Biệt thự, liền kề",95.0,268.4210510253906,6.0,7.0,4,1,5.0,13.0,5.0,2.0,600.0,Nam,Nam,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,"Nhà Biệt thự, liền kề",70.0,175.7142791748047,6.0,6.0,4,3,4.0,10.0,6.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Liệt,Hoàng Mai,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Linh Đàm,"Nhà Biệt thự, liền kề",232.0,171.55172729492188,5.0,4.0,4,3,12.5,12.0,4.0,,,Nam,Nam,M
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",200.0,325.0,6.0,6.0,4,3,10.0,30.0,5.0,,,Đông - Nam,Tây - Bắc,M
Đại Kim,Hoàng Mai,Công ty Đầu tư Xây dựng số 2 Hà Nội,Khu đô thị Đại Kim,"Nhà Biệt thự, liền kề",120.0,241.6666717529297,6.0,5.0,4,1,11.0,13.5,5.0,,,Tây - Bắc,Không có thông tin,Q
Thịnh Liệt,Hoàng Mai,Công ty CP Đầu tư và Phát triển Hồng Hà,Hồng Hà Tower,"Nhà Biệt thự, liền kề",73.0,253.42465209960938,4.0,3.0,4,2,5.0,12.0,4.0,,,Nam,Nam,Q
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",99.0,383.83837890625,7.0,4.0,4,3,6.599999904632568,15.0,4.0,,,Tây - Bắc,Đông - Nam,M
Đại Kim,Hoàng Mai,Công ty Đầu tư Xây dựng số 2 Hà Nội,Khu đô thị Đại Kim,"Nhà Biệt thự, liền kề",55.0,305.4545593261719,4.0,5.0,4,3,4.0,6.0,5.0,,,Không có thông tin,Không có thông tin,Q
Đại Kim,Hoàng Mai,Tập đoàn Bitexco,The Manor Central Park,"Nhà Biệt thự, liền kề",202.0,344.0594177246094,4.0,5.0,4,3,10.0,9.0,4.0,,,Không có thông tin,Không có thông tin,M
Giáp Bát,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,60.0,200.0,4.0,4.0,4,2,3.299999952316284,,4.0,,,Đông - Nam,Đông - Nam,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,98.3,356.0528869628906,5.0,5.0,4,1,5.78000020980835,,5.0,,,Tây - Nam,Tây - Nam,N
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,70.0,371.28570556640625,5.0,4.0,4,1,6.300000190734863,,5.0,,,Không có thông tin,Không có thông tin,N
Định Công,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,52.0,471.1538391113281,5.0,5.0,4,2,4.599999904632568,7.9,4.0,,,Không có thông tin,Không có thông tin,M
Lĩnh Nam,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,80.0,112.5,6.0,4.0,4,2,4.0,15.0,5.0,,,Không có thông tin,Không có thông tin,Q
Thịnh Liệt,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,299.0,321.0702209472656,3.0,3.0,4,1,13.0,,3.0,,,Không có thông tin,Không có thông tin,M
Thanh Trì,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,102.2,181.99609375,5.0,6.0,4,2,4.800000190734863,10.0,5.0,,,Đông - Nam,Đông - Nam,Q
Định Công,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,55.0,309.0909118652344,6.0,7.0,4,1,4.5,6.0,6.0,,,Không có thông tin,Không có thông tin,M
Tương Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,81.0,327.1604919433594,3.0,2.0,4,2,4.0,6.0,3.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,120.0,95.0,3.0,3.0,4,2,3.5999999046325684,20.0,3.0,,,Nam,Nam,Q
Giáp Bát,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,58.0,224.13792419433594,3.0,3.0,4,1,5.340000152587891,8.0,3.0,,,Đông - Nam,Đông - Nam,M
Yên Sở,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,210.0,238.09524536132812,2.0,2.0,4,2,50.0,10.0,1.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,42.0,411.9047546386719,6.0,6.0,4,2,3.5,16.0,6.0,,,Tây,Đông - Nam,M
Tân Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,46.0,119.56521606445312,2.0,2.0,4,3,4.0,10.0,2.0,,,Không có thông tin,Không có thông tin,M
Giáp Bát,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,52.0,330.76922607421875,5.0,4.0,4,1,Không có thông tin,,5.0,,,Không có thông tin,Không có thông tin,M
Định Công,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,54.0,490.7407531738281,3.0,3.0,4,1,4.599999904632568,20.0,4.0,,,Không có thông tin,Không có thông tin,N
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,66.0,333.3333435058594,6.0,6.0,4,3,5.0,10.0,6.0,,,Tây,Tây,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,80.0,418.75,6.0,4.0,4,3,6.0,20.0,5.0,,,Không có thông tin,Không có thông tin,M
Tân Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,104.0,182.6923065185547,1.0,1.0,4,1,5.0,7.0,1.0,,,Không có thông tin,Không có thông tin,M
Tương Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,42.0,228.57142639160156,2.0,2.0,4,1,Không có thông tin,,2.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,50.0,334.0,6.0,6.0,4,3,Không có thông tin,,6.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,41.0,302.43902587890625,3.0,5.0,4,1,Không có thông tin,,5.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,54.0,385.1851806640625,6.0,7.0,4,1,Không có thông tin,,7.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,55.0,381.81817626953125,6.0,7.0,4,3,Không có thông tin,,7.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,42.0,292.8571472167969,3.0,6.0,4,3,Không có thông tin,,6.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,73.0,331.5068359375,5.0,5.0,4,3,5.199999809265137,8.0,7.0,,,Không có thông tin,Không có thông tin,M
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,70.0,242.85714721679688,8.0,5.0,4,2,Không có thông tin,45.0,5.0,,,Không có thông tin,Không có thông tin,Q
Định Công,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,55.0,345.4545593261719,4.0,4.0,4,3,4.0,,5.0,,,Tây - Nam,Không có thông tin,M
Giáp Bát,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,128.0,199.21875,4.0,4.0,4,3,4.699999809265137,6.5,4.0,,,Không có thông tin,Không có thông tin,M
Vĩnh Hưng,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,102.0,176.4705810546875,2.0,2.0,4,3,3.5,8.0,1.0,,,Không có thông tin,Không có thông tin,M
Tương Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,83.0,313.2530212402344,5.0,4.0,4,2,4.099999904632568,10.0,4.0,,,Không có thông tin,Không có thông tin,M
Tân Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,60.0,396.6666564941406,5.0,4.0,4,3,4.199999809265137,20.0,6.0,,,Không có thông tin,Không có thông tin,M
Yên Sở,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,70.0,84.28571319580078,4.0,4.0,4,3,5.0,6.0,4.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,58.0,206.89654541015625,6.0,4.0,4,3,4.0,6.0,6.0,,,Không có thông tin,Không có thông tin,N
Hoàng Liệt,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,100.0,245.0,6.0,7.0,4,1,5.5,12.0,4.0,,,Không có thông tin,Không có thông tin,N
Lĩnh Nam,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,90.0,270.0,3.0,3.0,4,1,5.400000095367432,20.0,4.0,,,Không có thông tin,Không có thông tin,Q
Giáp Bát,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,88.0,225.0,10.0,12.0,4,2,4.0,6.0,8.0,,,Đông - Nam,Đông - Nam,M
Tương Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,73.0,300.0,4.0,3.0,4,1,4.199999809265137,7.0,4.0,,,Không có thông tin,Không có thông tin,M
Yên Sở,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,104.0,86.53845977783203,4.0,3.0,1,1,3.200000047683716,,3.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Liệt,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,300.0,300.0,5.0,5.0,4,1,Không có thông tin,26.0,4.0,,,Không có thông tin,Không có thông tin,Q
Tương Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,67.0,410.44775390625,7.0,6.0,1,3,5.5,50.0,6.0,,,Không có thông tin,Không có thông tin,M
Yên Sở,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,56.0,232.14285278320312,2.0,2.0,3,2,6.0,,1.0,,,Không có thông tin,Không có thông tin,Q
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,60.0,316.6666564941406,5.0,5.0,4,1,Không có thông tin,,4.0,,,Không có thông tin,Không có thông tin,M
Yên Sở,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,163.0,76.68711853027344,4.0,3.0,4,2,10.0,7.0,3.0,,,Đông,Đông,Q
Tân Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,47.0,270.2127685546875,2.0,2.0,4,1,4.199999809265137,10.0,2.0,,,Không có thông tin,Không có thông tin,M
Định Công,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,69.0,304.34783935546875,5.0,6.0,4,1,4.5,15.0,6.0,,,Không có thông tin,Không có thông tin,M
Hoàng Văn Thụ,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,150.0,160.0,4.0,3.0,4,1,6.0,10.0,3.0,,,Không có thông tin,Không có thông tin,M
Thịnh Liệt,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,160.0,300.0,2.0,2.0,4,1,7.5,15.0,2.0,,,Tây,Không có thông tin,M
Giáp Bát,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,52.0,515.3846435546875,6.0,6.0,4,1,5.0,50.0,6.0,,,Nam,Không có thông tin,N
Mai Động,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,56.0,348.21429443359375,4.0,5.0,4,3,4.0,9.0,6.0,,,Không có thông tin,Không có thông tin,N
Định Công,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,75.0,320.0,5.0,5.0,4,3,6.0,20.0,5.0,,,Không có thông tin,Không có thông tin,N
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,78.0,305.1282043457031,6.0,4.0,4,3,5.5,14.0,4.0,,,Không có thông tin,Không có thông tin,N
Vĩnh Hưng,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,125.0,160.0,4.0,4.0,4,3,5.699999809265137,,1.0,,,Không có thông tin,Không có thông tin,N
Đại Kim,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,55.0,318.18182373046875,6.0,4.0,4,1,5.0,7.0,5.0,,,Không có thông tin,Không có thông tin,N
Giáp Bát,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,80.0,228.75,5.0,6.0,4,3,3.799999952316284,,5.0,,,Không có thông tin,Không có thông tin,M
Tương Mai,Hoàng Mai,Không có chủ đầu tư,Không phải dự án,Nhà mặt phố,65.0,423.0769348144531,6.0,6.0,4,3,5.199999809265137,,6.0,,,Không có thông tin,Không có thông tin,M
